Name,Qualification,Experience,Languages,Expertise,Department,Designation,Description,Consultation Fee,Hospital Address,Hospital Phone,Not_Available_Days,Timings,Speciality Group
Dt. Vijilatha,", MSc (Clinical Nutrition & Dietetics), MSc (Home Science), PG (Diploma in Nutrition & Dietetics)",10,"English, Malayalam & Hindi and Tamil",", Burns Nutrition,, Weight management, Endocrinology, Cardiology, Oncology","Clinical Nutrition, Nutrition & Dietetics",Senior Dietician,"Dt. Vijilatha who carries 10 years of experience with , MSc (Clinical Nutrition & Dietetics), MSc (Home Science), PG (Diploma in Nutrition & Dietetics) is working in Clinical Nutrition, Nutrition & Dietetics asSenior Dietician and is an expert in , Burns Nutrition,, Weight management, Endocrinology, Cardiology, Oncology.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Dietetics
Mr. Cyril John Mathew,"MSc - Psychology (University Of Madras, India, 2013)",12,"English, Hindi & Malayalam",Not Available,Psychologist,Not Available,"Mr. Cyril John Mathew is a therapist, who has earned expertise through life, education, and self-exploration.",1500,"Cyril's Therapy Clinic , KGM Grandeur, Level 2, Pattom Kowdiar Rd, , Kuravankonam, Thiruvananthapuram, 695003",-7717971980,All Days,14:00 - 19:00,Psychiatry & Psychology
Mr. Douglas K,"BS - Psychology (Monash University, Australia, 1999), Diploma in Acupuncture (ATAMA, 2011), Master In Counselling Psychology (Tamil Nadu Open University, 2016)",26,"English, Hindi & Malayalam",Not Available,Psychologist,Not Available,"Mr. Douglas K is a expert Psychologist have qualification of BS - Psychology (Monash University, Australia, 1999), Diploma in Acupuncture (ATAMA, 2011), Master In Counselling Psychology (Tamil Nadu Open University, 2016) currently working in Health World  Health Care Centre.",250,"Health World  Health Care Centre , Ulloor Akkulam Road, Medical College Post, Ulloor, Thiruvananthapuram, None",-7735299407,Sunday,10:00 - 19:00,Psychiatry & Psychology
Mr. Nithin A.F,MA Psychology (Clinical),0,"Malayalam, English ",#NAME?,Psychology,Consultant,"Mr. Nithin A.F with MA Psychology (Clinical) is working in Psychology as Consultant and is an expert in - Abnormal, social and personality psychology
- Psychological counselling
- Psychotherapy
- Relaxation therapy
- Suicide prevention counselling
- Management of behavioural problems
- Management of alcohol and digital addictions
- Stress management
- Life coaching and life planning
- Relationship issues and adjustment disorders
- Parental training and counselling
- Pre/post-marriage counselling
- Family counselling
- Student counselling.",800,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Psychiatry & Psychology
Ms Preethi R Nair,"MSc (F& N), Diabetic Educator ",24,"English, Hindi, Malayalam & Tamil","- Clinical Nutrition
- Weight Management	
- Sports Nutrition
- Paediatric and Adolescent Nutrition
- Geriatric Nutrition
- Public Health and Community Nutrition
- Maternal and Prenatal Nutrition
- Oncology Nutrition
- Eating Disorders
- Allergy and Intolerance Management
- Food Service Management
",Clinical Nutrition and Dietetics,Chief Clinical Nutritionist,"Ms Preethi R Nair who carries 24 years of experience with MSc (F& N), Diabetic Educator  is working as Chief Clinical Nutritionist in Clinical Nutrition and Dietetics and is an expert in - Clinical Nutrition
- Weight Management	
- Sports Nutrition
- Paediatric and Adolescent Nutrition
- Geriatric Nutrition
- Public Health and Community Nutrition
- Maternal and Prenatal Nutrition
- Oncology Nutrition
- Eating Disorders
- Allergy and Intolerance Management
- Food Service Management
.",1000,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Dietetics
Ms Reshmi Mohan A.,Post Graduation Diploma in Clinical Child Development (PGDCCD),7,"English, Malayalam, Tamil, Hindi","- Developmental assessment (newborn up to 7 years)
- Newborn care – lactation counselling + (baby massaging)
- Therapy for gross motor area
- Early detection of ADHD and autism
- For improving academic performance in children (inattention + behavioural issues)
- Assessment and counselling (For both child and parents)—up to 10 years of age
",Child Development,Child Development Therapist,"Ms Reshmi Mohan A. who carries 7 years of experience with Post Graduation Diploma in Clinical Child Development (PGDCCD) is working as Child Development Therapist in Child Development and is an expert in - Developmental assessment (newborn up to 7 years)
- Newborn care – lactation counselling + (baby massaging)
- Therapy for gross motor area
- Early detection of ADHD and autism
- For improving academic performance in children (inattention + behavioural issues)
- Assessment and counselling (For both child and parents)—up to 10 years of age
.",900,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Pediatrics
Ms. Arya Dhanapal,MOT(Pediatrics),8,English,"Occupational therapy evaluation and intervention of children having various Neurodevelopmental Disorders like Autism, ADHD, Intellectual Disability, Learning Disorder, Handwriting Difficulty, Interventions for children with Developmental Delay. Certified in NDT, Handwriting assessment and intervention, Sensory Integration Therapy, Brain Gym Programme, and Play Therapy.",Developmental Pediatrics,Occupational Therapist,"Ms. Arya Dhanapal who carries 8 years of experience with MOT(Pediatrics) is working in Developmental Pediatrics asOccupational Therapist and is an expert in Occupational therapy evaluation and intervention of children having various Neurodevelopmental Disorders like Autism, ADHD, Intellectual Disability, Learning Disorder, Handwriting Difficulty, Interventions for children with Developmental Delay. Certified in NDT, Handwriting assessment and intervention, Sensory Integration Therapy, Brain Gym Programme, and Play Therapy..",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Ms. Charlotte Louieza Dsouza,MASLP,8,English,"Clinical evaluation and intervention for speech and language disorders in children and adolescents. Works with individuals with Neurodevelopmental disorders, including Autism, Intellectual Disability, ADHD, Learning Disorders, Isolated speech delays, Speech sound disorders, Fluency disorders. Certified in Oral Placement Therapy.",Developmental Pediatrics,Speech Therapist,"Ms. Charlotte Louieza Dsouza who carries 8 years of experience with MASLP is working in Developmental Pediatrics asSpeech Therapist and is an expert in Clinical evaluation and intervention for speech and language disorders in children and adolescents. Works with individuals with Neurodevelopmental disorders, including Autism, Intellectual Disability, ADHD, Learning Disorders, Isolated speech delays, Speech sound disorders, Fluency disorders. Certified in Oral Placement Therapy..",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Ms. Devi Priya G,", MASLP(Master of Audiology and Speech,Language Pathology)",8,"English, Malayalam, Kannada, Tamil & Hindi",", 5 years of experience, Spoken Language Disorders, Speech Sound Disorders, Fluency Disorders, Autism Spectrum Disorders, Attention Deficit Hyperactivity Disorder, Hearing Impairment, Voice Disorders, Motor Speech Disorders, Neuro Language Disorders, Neuro Speech Disorders, Teleconsultation of communication disorders and parental counselling",Holistic Child Development Center,Speech Language Pathologist,"Ms. Devi Priya G who carries 8 years of experience with , MASLP(Master of Audiology and Speech,Language Pathology) is working in Holistic Child Development Center asSpeech Language Pathologist and is an expert in , 5 years of experience, Spoken Language Disorders, Speech Sound Disorders, Fluency Disorders, Autism Spectrum Disorders, Attention Deficit Hyperactivity Disorder, Hearing Impairment, Voice Disorders, Motor Speech Disorders, Neuro Language Disorders, Neuro Speech Disorders, Teleconsultation of communication disorders and parental counselling.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Ms. Devika Jain,MBBS,8,English,General clinical expertise,Holistic Child Development Center,Occupational Therapist,Ms. Devika Jain who carries 8 years of experience with MBBS is working in Holistic Child Development Center asOccupational Therapist and is an expert in General clinical expertise.,500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Ms. Geetha Dinkar,"MA - Psychology (IGNOU, 2019)",6,"English, Hindi & Malayalam",Not Available,Psychologist,Not Available,"Ms. Geetha is a Senior Psychologist and Educational Therapist at LMonk. She also work as a Lead School Psychologist, supporting some of the premier schools in the city.
 
She love working with children and their parents, in solving some of the problems that they face – learning difficulties, learning disorders, attention related problems such as ADHD, hyperactivity, impulsivity and behavioural and emotional problems, in addition to working memory problems.",600,"LMonk Psychology Clinic and Child Development Centre , TC 18/81 (1), JRA 501-A, Alappuram Road, Thirumala, Thiruvananthapuram, Thirumala, Thiruvananthapuram, 695006",-9401346368,All Days,13:45 - 17:30,Psychiatry & Psychology
Ms. Gopika Krishnan L,", RCI licensed Clinical Psychologist, MPhil in Clinical Psychology, MSc Applied Psychology (Specialization: Clinical Psychology)",10,English,", Clinical evaluation and intervention of cognitive and behavioural aspects of children and adolescents with Neurodevelopmental disorders like Autism, ADHD, Learning disorders, Intellectual disabilities, and other behavioural and emotional disorders, IQ assessment, Learning skills assessment, Memory assessment, Behaviour modification, Attention enhancement training, Remedial training, Cognitive retraining, Relaxation techniques, Cognitive Behaviour Therapy (CBT), Dialectical Behaviour Therapy (DBT), Acceptance and Commitment Therapy (ACT), Psychological counselling",Developmental Pediatrics,Clinical Psychologist,"Ms. Gopika Krishnan L who carries 10 years of experience with , RCI licensed Clinical Psychologist, MPhil in Clinical Psychology, MSc Applied Psychology (Specialization: Clinical Psychology) is working in Developmental Pediatrics asClinical Psychologist and is an expert in , Clinical evaluation and intervention of cognitive and behavioural aspects of children and adolescents with Neurodevelopmental disorders like Autism, ADHD, Learning disorders, Intellectual disabilities, and other behavioural and emotional disorders, IQ assessment, Learning skills assessment, Memory assessment, Behaviour modification, Attention enhancement training, Remedial training, Cognitive retraining, Relaxation techniques, Cognitive Behaviour Therapy (CBT), Dialectical Behaviour Therapy (DBT), Acceptance and Commitment Therapy (ACT), Psychological counselling.",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Ms. Nima Yesodharan,"M.Sc. - Food and Nutrition (Bharathiar University, 2014)",11,"English, Hindi & Malayalam",Not Available,Dietitian/Nutritionist,Not Available,"Ms. Nima Yesodharan is a expert Dietitian/Nutritionist have qualification of M.Sc. - Food and Nutrition (Bharathiar University, 2014) currently working in PRS Hospital.",500,"PRS Hospital , NH 47, Killipalam, Karamana, Thiruvananthapuram,, Karamana, Thiruvananthapuram, 695002",-8417922845,All Days,00:00 - 23:59,Dietetics
Ms. Reshmi S R,MBBS,8,English,General clinical expertise,Holistic Child Development Center,Speech Language Pathologist,Ms. Reshmi S R who carries 8 years of experience with MBBS is working in Holistic Child Development Center asSpeech Language Pathologist and is an expert in General clinical expertise.,500,"LMP Towers, Ground Floor & 1st Floor, Pattom Kowdiar Rd, Near Supreme Bakers, Kuravankonam, Thiruvananthapuram, Kerala 695003",+91 703 444 2111,Sunday,09:00 - 18:00,Pediatrics
Ms. Saranya S,MASLP,8,English,"Clinical evaluation and intervention for speech and language disorders in children and adolescents. Works with individuals with Neurodevelopmental disorders, including Autism, Intellectual Disability, ADHD, Learning Disorders, Isolated speech delays, Speech sound disorders, Fluency disorders.",Developmental Pediatrics,Speech Therapist,"Ms. Saranya S who carries 8 years of experience with MASLP is working in Developmental Pediatrics asSpeech Therapist and is an expert in Clinical evaluation and intervention for speech and language disorders in children and adolescents. Works with individuals with Neurodevelopmental disorders, including Autism, Intellectual Disability, ADHD, Learning Disorders, Isolated speech delays, Speech sound disorders, Fluency disorders..",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Ms. Sheeja Kaithayil Bahuleyan,MBBS,8,"English, Malayalam, Hindi & Marathi",General clinical expertise,Holistic Child Development Center,Sensory Integration Therapist,Ms. Sheeja Kaithayil Bahuleyan who carries 8 years of experience with MBBS is working in Holistic Child Development Center asSensory Integration Therapist and is an expert in General clinical expertise.,500,"LMP Towers, Ground Floor & 1st Floor, Pattom Kowdiar Rd, Near Supreme Bakers, Kuravankonam, Thiruvananthapuram, Kerala 695003",+91 703 444 2111,Sunday,09:00 - 18:00,Pediatrics
Ms. Sreelekshmi A M,"MSc - Psychology (University of kerala, 2021), BSc - Psychology (University of kerala, 2019)",4,"English, Hindi & Malayalam",Not Available,Mental Health Counselor,Not Available,"Ms. Sreelekshmi A M is a expert Mental Health Counselor have qualification of MSc - Psychology (University of kerala, 2021), BSc - Psychology (University of kerala, 2019) currently working in Kappiness Mental Health Cafe & Therapeutic Centre.",1500,"Kappiness Mental Health Cafe & Therapeutic Centre , EVRA 325 A ESWARAVILASAM ROAD JAGATHY, , Vazhuthacaud, Thiruvananthapuram, 695014",-8033657208,All Days,09:30 - 22:00,Psychiatry & Psychology
Ms. Sunitha M S,"BSc, PGDCCD",8,English,Developmental assessment of children with Neurodevelopmental disorders. Early detection and intervention of developmental delays in infants and toddlers. Certified in DQ (Developmental Quotient) assessment for children under 30 months of age.,Developmental Pediatrics,Developmental Therapist,"Ms. Sunitha M S who carries 8 years of experience with BSc, PGDCCD is working in Developmental Pediatrics asDevelopmental Therapist and is an expert in Developmental assessment of children with Neurodevelopmental disorders. Early detection and intervention of developmental delays in infants and toddlers. Certified in DQ (Developmental Quotient) assessment for children under 30 months of age..",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
